CC NO.,SUBJECT,DATE,PDF_NAME,TYPE
195,Stoppage of 22533/34 Gorakhpur-Yesvantpur Express at Basti and 15203/04 Barauni-Lucknow Express at Munderwa,02.11.2022,CC%20195.pdf,ST
194,Stoppage of 12547/48 Agra Cantt-. Sabarmati Express and 22547/48 Gwalior-Sabarmati Express at Jawai Bandh,02.11.2022,CC%20194.pdf,ST
193,Extension of 09565/66 Bhavnagar-Lunidhar Passenger upto Jetalsar and introduction of new train service between Bhavnagar and Jetalsar.,28.10.2022,CC%20193.pdf,EX
192,Introduction of new train between Valsad & Vadnagar.,26.10.2022,CC%20192.pdf,IN
191,Stoppage of 18625/18626 Purnea Court-Hatia Express and 18620/18621 Patna-Hatia Patliputra Express at Punarakh Station.,26.10.2022,CC%20191.pdf,ST
190,Stoppage of 15003/04 Kanpur Anwarganj-Gorakhpur Express at Manauri,26.10.2022,CC%20190.pdf,ST
189,Stoppage of Tatanagar-Godda Experss at Kumardubi,26.10.2022,CC%20189.pdf,ST
188,Stoppage of 13413/14 Delhi-Malda Town Express and 13483/84 Delhi-Malda Town Express at Gahmar,25.10.2022,CC%20188.pdf,ST
187,Introduction of train between Bhavnagar and Sabarmati,20.10.2022,CC%20187.pdf,IN
186,Stoppage of 18029/18030 Lokmanya Tilak (T)-Shalimar Express at Chakulia,19.10.2022,CC%20186.pdf,ST
185,Extension of 07829/30 (078829/30) Gondian- Nainpur DEMU Pass Spl upto Garha (GGGS),19.10.2022,CC%20185.pdf,EX
184,Stoppage of 03336 Gaya-Patna MEMU Special (Daily) at Teneri Halt for 6 months,17.10.2022,CC%20184.pdf,ST
183,Stoppage of 12091/92 Kathgodan-Dehradun Doon Jan Shatabdi Express at Bilaspur Road station ,18.10.2022,CC%20183.pdf,ST
182A,Stoppage of 12967/68 Chennai-Jaipur Express at at Katol and  18237/38 Korba-Amritsar Express at Narkher,13.10.2022,CC%20182%20(1)%20%20of%20%202022%20for%20stoppage%20at%20Katol%20and%20Narkher.pdf,ST
182,"Change in terminal of 19167/19168 Ahmedabad-Varanasi Sabarmati Express, 14854/14853 Jodhpur-Varanasi Marudhar Express, 14864/14863 Jodhpur-Varanasi Marudhar Express and 14866/14865 Jodhpur-Varanasi Marudhar Express from Varanasi (BSB)/NR to Varanasi City (BCY)/NER",13.10.2022,CC%20182.pdf,CH
181,Stoppage of 14609/10 Rishikesh-Shri Mata Vaishno Devi Katra Hemkunt Express at Dasuya and 14033/34 Delhi-Shri Mata Vaishno Devi Katra Express at Tanda Urmar,13.10.2022,CC%20181.pdf,ST
180,Stoppage of 20949/20950 Ahmedabad-Ekta Nagar Express at Anand.,12.10.2022,CC%20180.pdf,ST
179,Stoppage of 19217/19218 Bandra (T)-Veraval Saurashtra Janta Express (Daily) at Virpur,12.10.2022,CC%20179.pdf,ST
178,Stoppage of 12405/06 Gondwana Express and 12409/10 Gondwana Express both  at Narkher and Katol.,12.10.2022,CC%20178.pdf,ST
177,Introduction of Vande Bharat Express between New Delhi and Amb Andaura,11.10.2022,CC%20177.pdf,IN
176,Extension of 12097/12098 Agartala-Jiribam Jan Shatabdi Express and 05659/05660 Silchar- Vangaichungpao Passenger Special upto Khongsang.,11.10.2022,CC%20176.pdf,EX
175,New train weekly service between Hubballi and H. Nizamuddin,10.10.2022,CC%20175.pdf,NE
174,Extension of Sealdah-Rampurhat MEMU Speicial upto Godda,07.10.2022,CC%20174.pdf,EX
173,Increase in frequency of 18639/18640 Ranchi-Ara Express from weekly to tri-weekly,07.10.2022,CC%20173.pdf,IN
172,Introduction of a new weekly service between Rajendra Nagar and Godda,07.10.2022,CC%20172.pdf,IN
171,Naming of 12613/14 Mysuru-Bengaluru Express as Wodeyar Express and 16221/22 Talguppa-Mysuru Express as Kuvempur Express,07.10.2022,CC%20171.pdf,NA
170,Introduction of a new weekly service between Tatanagar and Godda,06.10.2022,CC%20170.pdf,IN
169,Stoppage of Howrah-Gandhidham Garbha Express at Koderma,04.10.2022,CC%20169.pdf,ST
168,"Stoppage of 12873/12874 Hatia-Anand Vihar (T) Swarn Jayanti Express, 13025/13026 Howrah-Bhopal Express, 18311/18312 Sambalpur-Manduadih Express and 18635/18636 Ranchi-Sasaram Express at Latehar & 13347/13348 Barkakana-Patna Palamau Express and 18635/18636 Ranchi-Sasaram Express at Barwadih",04.10.2022,CC%20168.pdf,ST
167,Stoppage of 20901/20902 Mumbai Central- Gandhinagar Capital Vande Bharat Express at Vapi,04.10.2022,CC%20167.pdf,ST
166,Extension of 12159/60 Jabalpur-Nagpur Express upto Amravati,04.10.2022,CC%20166.pdf,EX
165,"Extension of 05601/02 Guwhati-Lumding Express upto Shokuvi, introduction of Guwhati-Mendipathar Exppress and operation of 05601/02 Guwahati-Lumding Express on 3 days.",04.10.2022,CC%20165.pdf,EX
164,Introduction of 20901/20902 Mumbai Central-Gandhinagar Capital Vande Bharat Express and operation of 12009/12010 Mumbai Central -Gandhinagar Capital Shatabdi Express as 12009/12010 Mumbai Central -Ahmedabad Shatabdi Express with revised timings,29.09.2022,CC%20164.pdf,IN
163,Extension of 12965/66 Bandra(T)-Gandhidham Express upto New Bhuj with change in day of operation and timings.,29.09.2022,CC%20163.pdf,EX
162,"Introduction of 20963/64 Udaipur Asarva Express, 19703/04 Udaipur-Asarva Express and 12981/82 Jaipur-Asarva Express and Extension of 79403/04 (09543/44) Asarva-Dungarpur DEMU Special upto Udaipur.",27.09.2022,CC%20162(1).pdf,IN
161,"Stoppage of 17019/20 Jaipur-Hyderabad Express at Piplia, 22631/32 Madurai-Bikaner Anuvrat Express, 22975/76 Bandra (T)-Ramnagar Express, 12969/70 Coimbatore-Jaipur Express, 12975/76 Mysuru-Jaipur Express at Shamgarh, 12939/40 Pune-Jaipur Express, 12955/56 Mumbai-Jaipur Express, 19037/38 Bandra (T)-Barauni Avadh Express and 12465/66 Indore-Jodhpur Ranthambhore Express at Suwasra.",27.09.2022,CC%20161.pdf,ST
160,Stoppage of 12465 Indore-Jodhpur Ranthambhor Express at Mahidapur Road,26.09.2022,CC%20160.pdf,ST
159,"Stoppage of 12471/72 Bandra(T)-Shri Mata Vaishno Devi Katra Swaraj Express, 12475/76 Hapa-Shri Mata Vaishno Devi Katra Express, 20843/44 Bilaspur-Bhagat ki Kothi Express and 20845/46 Bilaspur-Bikaner Express at Vikramgarh Alot",26.09.2022,CC%20159.pdf,ST
158,Rescheduling and speeding up of 11447/48 Jabalpur-Howrah Shaktipunj Express,23.09.2022,CC%20158.pdf,RE
157,Regularization of 20961/62 Udhana-Banaras Express (weekly),23.09.2022,CC%20157.pdf,RE
156,"Extension of 09603/04 Jaipur-Sikar Passenger Special upto Loharu, extension of 09703/04 Sikar-Loharu Passenger Special upto Rewari  and  cancellation of 19727/19728 Rewari-Sikar Express",19.09.2022,CC%20156.pdf,EX
155,"Extension of 04453 (64915) New Delhi-Rohtak, 04456 (64932) Rohtak- Delhi MEMU, 04457 (64931) Delhi-Rohtak MEMU and 04454 (64912) Rohtak- New Delhi MEMU upto Jind. Extension of 06951 (74907) /09952 (74906) Jammu Tawi-Udhampur MEMU upto Pathankot and introduction of new train between Ambala-Jallandhar",21.10.2022,CC%20155.pdf,EX
154,"Stoppage of 19609/10 Udaipur-New Rishikesh Express, 14645/46 Jaisalmer-Jammu Tawi Express at Asalpur Jobner and 22451/52 Bandra(T)-Chandigarh Express Renwal",16.09.2022,CC%20154.pdf,ST
153,Extension of 05711/12 (51711/12) Nainpur-Chiraidongri Passenger upto Mandla Fort,16.09.2022,CC%20153.pdf,EX
152,Extension of 15769/15770 Alipurduar- Lumding Express (Daily) upto Mariani,16.09.2022,CC%20152.pdf,EX
151,Stoppage of 14303/04 Delhi-Haridwar Express (Daily) at Muradnagar railway station,16.09.2022,CC%20151.pdf,ST
150,Stoppage of 12263/12264 Pune- Hazrat Nizamuddin Duronto Express and 12907/12908 Bandra(T)- Hazrat Nizamuddin Samark Kranti Express at Surat.,16.09.2022,CC%20150.pdf,ST
149,Speeding up of 17031/32 CSMT-Hyderabad Express,15.09.2022,CC%20149.pdf,SP
148,Stoppage of 14701/02 Sri Ganganagar-BDTS Express at Chomun Samod,15.09.2022,CC%20148.pdf,ST
148,Stoppage of 12065/66 Ajmer-Delhi Express at Sri Madhopur,15.09.2022,CC%20148.pdf,ST
148,Stoppage of 14701/02 Sri Ganganagar-Bandra (T) Express at Chomun Samod and 20409/10 Delhi-Bhatinda Express at Narwana.,15.09.2022,CC%20148.pdf,ST
147,Extension of 16847/16848 Mayiladuturai-Dindigul Express to Sengottai by amalgamating 06665/06662 (56735/56732) Madurai- Sengottai unreserved special.,13.09.2022,CC%20147.pdf,EX
146,Stoppage of 22191/92 Indore-Jabalpur Express at Shujalpur,13.09.2022,CC%20146.pdf,ST
144- A,Partial Modification in CC No. 144,23.09.2022,CC%20144%20A.pdf,PA
144,Introduction of 22305/06 Jasidih-SMVT Bangaluru Express.,12.09.2022,CC%20144.pdf,IN
143,Introduction of new train between Bhagat Ki Kothi and Dadar,12.09.2022,CC%20143.pdf,IN
142-A,Partial Modification in CC No. 142,10.09.2022,CC%20142%20A.pdf,PA
142,Stoppage of 19218 Veraval-Bandra(T) Express at Sanand,10.09.2022,CC%20142.pdf,ST
142,"Stoppage of 16507/08 Jodhpur-Bengaluru Express, 19031/32 Ahmedabad-Yognagri Rishikesh Express, 19223/24 Ahmedabad-Jammu Tawi Express at Siddhapur",10.09.2022,CC%20142.pdf,ST
142,"Stoppage of 19166 Darbhanga-Ahmedabad Sabarmati Express, 19168 Varanasi-Ahmedabad Sabarmati Express and 22927 Bandra(T)-Ahmedabad Lok Shakti Express at Mahemdavad Kheda Road",10.09.2022,CC%20142.pdf,ST
142,"Stoppage of 14707 Bikaner-Dadar Express, 22907 Madgaon-Hapa Express, 22955/56 Bandra(T)-Bhuj Kutch Express, 14702 Bandra(T)-Sri Ganganagar Amrapur Arawali Express, 12971/72 Bandra(T)-Bhavnagar Express, 12489 Bikaner-Dadar Express at Nadiad",10.09.2022,CC%20142.pdf,ST
142,"Stoppage of 19309/10 Gandhinagar-Indore Express at Limkheda, 12473/74 Gandhidham-Shri Mata Vaishno Devi Katra Sarvodaya Express, 12993/94 Gandhidham-Puri Express, 16335/36 Gandhidham-Nagercoil Express, 20803/04 Visakhapatnam-Gandhidham Express at Dhrangdhra",10.09.2022,CC%20142.pdf,ST
142,"Stoppage of 22903/04 Bandra(T)-Bhuj Express, 20907 Dadar-Bhuj Express at Halvad",10.09.2022,CC%20142.pdf,ST
142,"Stoppage of 19567/68 Tuticorin-Okha Vivek Express Viramgam, 22953 Mumbai Central-Ahmedabad Express at Palej",10.09.2022,CC%20142.pdf,ST
142,Stoppage of 19418 Ahmedabad-Mumbai Central Express at Nabipur,10.09.2022,CC%20142.pdf,ST
142,Stoppage of 22483 Jodhpur-Gandhidham Express at Bhabhar,10.09.2022,CC%20142.pdf,ST
142,"Stoppage of 12905/06 Porbandar-Shalimar Express, 19269/70 Porbandar-Muzaffarpur Express, 20937/38 Porbandar-Delhi Sarai Rohilla Express at Bhanvad",10.09.2022,CC%20142.pdf,ST
142,"Stoppage of 16733/34 Rameswaram-Okha Express, 19565 Okha-Dehradun Uttaranchal Express at Bhatiya",10.09.2022,CC%20142.pdf,ST
142,"Stoppage of 12949 Porbandar-Santragachi Kavi Guru Express, 19202 Porbandar-Secunderabad Express, 20909/10 Kochuveli-Porbandar Express, 20937 Porbandar-Delhi Sarai Rohilla Express at Wansjaliya",10.09.2022,CC%20142.pdf,ST
142,Stoppage of 19567 Tuticorin-Okha Vivek Express at Khambhaliya,10.09.2022,CC%20142.pdf,ST
142,Stoppage of 19820 Kota-Vadodara Express at Champaner Road,10.09.2022,CC%20142.pdf,ST
142,Stoppage of 19418 Ahmedabad-Mumbai Central Express at Itola,10.09.2022,CC%20142.pdf,ST
142,"Stoppage of 19037/38 Bandra(T)-Barauni Express,19309/10 Gandhinagar-Indore Express at Derol",10.09.2022,CC%20142.pdf,ST
142,Stoppage of 19820 Kota-Vadodara Express at Samlaya,10.09.2022,CC%20142.pdf,ST
142,"Stoppage of 19019/20 Bandra(T)-Haridwar Express,22927 Bandra(T)-Ahmedabad Lok Shakti Express at Kosamba",10.09.2022,CC%20142.pdf,ST
142,Stoppage of 14312 Bhuj-Bareilly Ala Hazrat Express at Maliya Miyana,10.09.2022,CC%20142.pdf,ST
142,Stoppage of 22973/74 Gandhidham-Puri Express at Samakhiali,10.09.2022,CC%20142.pdf,ST
142,"Stoppage of 16335/36 Gandhidham-Nagercoil Express at Bhachau,",10.09.2022,CC%20142.pdf,ST
142,Stoppage of  22929 Dahanu Road-Vadodara Express at Umbargam Road,10.09.2022,CC%20142.pdf,ST
142,"Stoppage of 19418 Ahmedabad-Mumbai Central Express at Vasad,",10.09.2022,CC%20142.pdf,ST
142,Stoppage of 19418 Ahmedabad-Mumbai Central Express at Ranoli,10.09.2022,CC%20142.pdf,ST
"141
 ",Increase in frequency of 11099/11100 Lokmanya Tilak (T)-Madgaon Express from weekly to 4 days duly cancelling the Bi-weekly services of 11085/86 Lokmanya Tilak (T)-Madgaon Express,07.09.2022,CC%20141.pdf,IN
140,Extension of 15625/15626 Deogarh-Agartala Express (weekly) upto Sabroom and 07679/07680 Agartala-Dharamnagar DEMU Special (Daily) upto Karimganj.,02.09.2022,CC%20140.pdf,EX
139,Extension of 06513/06514 Tumkuru-Arsikere DEMU (special) upto Shivamogga Town.,02.09.2022,CC%20139.pdf,EX
138,Stoppage of 22419/20 Ghazipur City-Anand  Vihar  Express at Dobhi,02.09.2022,CC%20138.pdf,ST
137,Independent service between Bhiwani and Kalka (14795/96) ,02.09.2022,CC%20137.pdf,IN
136,Operation of a new Express MEMU services between Ernakulam and  Kayankulam,31.08.2022,CC%20136.pdf,OP
135,Stoppage of 13349/50 Singrauli-Patna Express at Ramna and 18611/12 Ranchi-Benarus Express at Karjat Nawadi,30.08.2022,CC%20135.pdf,ST
134,"Stoppage of 15009/10 Gorakhpur-Mailani Express, 15069/70 Gorakhpur-Aishbagh Express at Bridgmanganj, 18205/06 Durg-Nautanwa Express at Lachmipur and 12537/38 Muzaffarpur-Benaras Express at Siswa Bazar",30.08.2022,CC%20134.pdf,ST
133,Policy guidelines for provision/withdrawal of stoppage of Mail/Express trains-Rationalization and  Review.,26.08.2022,CC%20133.pdf,PO
132,Stoppage of train 18233/34 Indore-Bilaspur Express at Chandia Road & 15159/60 Chhapra-Durg Express at Jaithari,25-08-2022,CC%20132.pdf,ST
131,Amalgamation of  06480/06479 Madurai-Palani Special and 06462/06463 Palani-Coimbatore special and operate the merged service as an Express service between Madurai and Coimbatore,26-08-2022,CC%20131.pdf,AM
130,Stoppage of 15653/54 Guwahati-JammuTawi Express(weekly) and 11123 Gwalior-Barauni Express(Daily) at Babhnan.,23.08.2022,CC%20130.pdf,ST
129,Allotment of coaches for Bharat Gaurav Train,   .08.2022 ,CC%20129.pdf,AL
128,Introduction of new train between Indore & New Delhi (via Fatehabad Chandrawati-Ratlam-Nagda).,18.08.2022,CC%20128.pdf,IN
127,"Stoppage of 12843/44 Puri-Ahmedabad Express, 18517/18 Korba-Visakhapatnam Express and 17481/82 Bilaspur-Tirupati Express at Nawapara Road",17.08.2022,CC%20127.pdf,ST
126,"Increase in frequency of 16585/86 Bengaluru-Mangaluru Express (via Mysuru), from 3 days to 6 days a week by regularizing the services of 06547/06548 KSR Bengaluru-Mangaluru Special (tri-weekly).",17.08.2022,CC%20126.pdf,IN
125,Shifting of 05 pairs of trains to Sir Mokshagundam Vishwaswarayya terminal Bengaluru (SMVB),17.08.2022,CC%20125.pdf,SH
124,Extension of 14213/14 Varanasi-Gonda Express upto Bahraich,17.08.2022,CC%20124.pdf,EX
123,Diversion of 16591/16592 Hubballi-Mysuru Hampi Express and 17307/17308 Mysuru-Bagalkot Basava Express via Sri Satya Sai Prasanthi Nilayam.,17.08.2022,CC%20123.pdf,DI
122,Stoppage of 22475/76 Hisar-Coimbatore Express at Thivim.,17.08.2022,CC%20122.pdf,ST
121,Stoppages of 15635/36 Okha-Guwahati Express (weekly) at Bhawani Mandi and 13423/24 Ajmer-Bhagalpur Express (Weekly) at Baran,16.08.2022,CC%20121.pdf,ST
120,Stoppage of 20845/46 Bilaspur-Bikaner Express (Bi-weekly) at Chaumahla,12.08.2022,CC%20120.pdf,ST
119,Stoppage of 12685/86 Express at Avadi,11.08.2022,CC%20119.pdf,ST
118,Stoppage of 15017/18 LTT-Gorakhpur Express(daily) & 22177/78 Chatrapati Shivaji Maharaj(T)- Varanasi Express (daily) at Nandgaon and 11071/11072 Lokmanya Tilak(T)-Varanasi Kamayani Express at Lasalgaon,11.08.2022,CC%20118.pdf,ST
117,Extension of 12343/12344 Sealdah- Darjeeling Mail (Daily) upto Haldibari,08.08.2022,CC%20117.pdf,EX
116,Extension of train services on newly commissioned Akanapet-Medak section by extension of existing 57448 Mahbubnagar-Mirzapalli Passenger/57486 Mirzapalli-Kacheguda Passenger and 57307/57308 Kacheguda-Medchal Passenger services upto Medak,03.08.2022,CC%20116.pdf,EX
115,Stoppage of 12327/28 Howrah-Dehradun Upasana Express at Ara,02.08.2022,CC%20115.pdf,ST
114,"Stoppage of 22537/38 Gorakhpur-Lomanya Tilak(T) Kushinagar Express & 18237/38 Korba-Amritsar Chhatisgarh Express at Babina, 11057/58 Mumbai CSMT- Amritsar Express at Dhaura, 11077/78 Pune-Jammu Tawi Jhelum Express at Jakhlaun",01.08.2022,CC%20114.pdf,ST
113,Speeding up of 10111/12 Madgaon-Mumbai CST Konkan Kanya Express.,01.08.2022,CC%20113.pdf,SP
112,Stoppage of 12565/66 New Delhi-Darbhanga Bihar Sampark Kranti Express at Unnao,01.08.2022,CC%20112.pdf,ST
111,Extension of 22119/22120 C Shivaji Maharaj (T) – Karmali Tejas Express upto Madgaon,01.08.2022,CC%20111.pdf,EX
110,Introduction of passenger train between Bari Sadri and Udaipur,28.07.2022,CC%20110.pdf,IN
109,Extension of 22155/56 Solapur-Miraj Express upto both Kalaburagi/Kolhapur,28.07.2022,CC%20109.pdf,EX
108,Introduction of Sealdah and Siuri MEMU Express,27.07.2022,CC%20108.pdf,IN
107,Extension of 05837/05838 Jhalawar City-Kota Passenger (Daily) (original No. 59837/38) upto Junakhera,25.07.2022,CC-107.pdf,EX
106,Introduction of two pairs of passenger trains between Chhindwara and Nainpur,22.07.2022,CC-106.pdf,IN
105,Extension of 78815/78818 Raipur-Keoti DEMU Passenger services upto Antagarh and Change in timings of 78824/25 Durg-Dallirajrah DEMU services.,22.07.2022,CC-105.pdf,EX
104,13419/20 Bhagalpur-Muzaffarpur Express & 15647/48 Guwahati- Lokmanya Tilak (T) at Barihya,20.07.2022,CC-104.pdf,13
103,Extension of 14804/03  Sabarmati-Bhagat-ki-Kothi Express upto Jodhpur and merger with 14809/10 Jaisalmer-Jodhpur Express and its operation as 14803/04 Jaisalmer-Sabarmati Express,18.07.2022,CC-103.pdf,EX
102,Stoppage of 12479/12480 Bandra(T)-Jodhpur Surayanagri Special Express and 19091/19092 Bandra(T) Gorakhpur Special Humsafar at Vapi,15.07.2022,CC-102.pdf,ST
101,Stoppage of 12401/02 Kota-Dehradun Nanda Devi Express at Bayana.,13.07.2022,CC%20101.pdf,ST
100,Stoppage of 20955/56 Mahuva-Surat Express at Ningala,13.07.2022,CC%20100.pdf,ST
99,Stoppage of 12431/12432 Thiruvananthapuram Central- Hazrat Nizamuddin Rajdhani Express and 12297/12298 Pune Ahmedabad Duronto Express at Surat,13.07.2022,CC%2099.pdf,ST
98,Stoppage of 12001/02 Rani Kamalapati-New Delhi Shatabdi Express at Dhaulpur.,11.07.2022,CC%2098(1).pdf,ST
97,Change in timing of 22117 Pune-Amravati AC Express,11.07.2022,CC%2097.pdf,CH
96,Stoppage of 17415/16 Tirupati-C Sahumaharaj Terminus Kohlapur Haripriya Express & 17487/88 Cuddapah-Visakhapatnam Tirumala Express (daily) at Nandalur and 12793/94 Tirupati-Nizamabad Rayalseema Express and 17415/16 Tirupati- Kolhapur Hiripriya Express at Obulavaripalli.,11.07.2022,CC%2096.pdf,ST
95,Extension of 12555/56 Gorakhpur-Hisar Express upto Bhatinda/Sirsa.,11.07.2022,CC%2095.pdf,EX
94,Stoppage of 12411/12 Chandigarh-amritsar Express and 14631/32 Dehradun-Amritsar Express at New Morinda.,11.07.2022,CC%2094.pdf,ST
93,Stoppage of 12471/72 Bandra(T)-SVDK Swaraj Express(4 days a week) and 20483/84 Bhagat ki Kothi-Dadar Express(Biweekly) at Palghar,09.07.2022,CC%2093.pdf,ST
92,Stoppage of 12679/80 MGR Chennai Central-Coimbatore Express (Daily) at Samalpatti,08.07.2022,CC%2092.pdf,ST
91,Allotment of coaches for Bharat Gaurav Train,07.07.2022,CC%2091.pdf,AL
90,Stoppage of 20401/02 Varanasi-Lucknow Express at Musafir Khana and 14611/12 14611/12 Gazipur-Shrimata Vaishno Devi Katra Express (weekly) at Nihalgarh stations.,07.07.2022,CC%2090.pdf,ST
89,"15045/46 Gorakhpur-Okha Express, 11463/64 Somnath-Jabalpur Express, 11465/66 Somnath-Jabalpur Express, 19217/18 Bandra(T)-Veraval Express & 22945/46 Mumbai-Okha Express at Chandlodiya, for train no. 14707/08 Bikaner-Dadar Express & 15269/70 Muzaffarpur-Ahmedabad Express at Sabarmati, 19119/20 Ahmedabad-Somnath Express & 22959/60 Vadodara-Jamnagar Express at Ambli Road",02.07.2022,CC%2089.pdf,15
87,Introduction of train services from Ahmedabad to Ashti, ,CC%2087.pdf,IN
86,Diversion of 2 pairs of trains viz. 15101/02 Chhapra-LTT Antyodaya Express and 20415/16 Varanasi-Indore Mahakal Express from Kanpur Central to Govindpuri by diverting these trains via Chandari- Kanpur Goods Marshalling Yard-Govindpuri-Bhimsen. Stoppage at Govindpuri instead of Kanpur Central.,28.06.2022,CC%2086.pdf,DI
85,Stoppage of 14115/16 Dr. Ambedkar Nagar-Prayagraj Express at Dabhaura,25.06.2022,CC%2085.pdf,ST
84,New daily service between H.S.Nanded and Pune,27.06.2022,CC%2084.pdf,NE
83,Stoppage of 12555/56 Gorakhpur-Hisar Gorakhdham Express (Daily) at Kalanaur Kalan.,23.06.2022,CC%2083.pdf,ST
82,Stoppage of 06997/98 Ambala Cantt-Daulatpur Chowk Special (Daily) at Churaru Takrala and 04501/02 Sharanpur-Una Himachal Special (Daily) at Rai Mehatpur stations,22.06.2022,CC%2082.pdf,ST
81,Stoppage of 12425/12426 New Delhi-Jammu Tawi Rajdhani Express at Kathua,20.06.2022,CC%2081.pdf,ST
